lake,method,horizon_months,rmse,mae,nse,n_origins,min_exog_lag,requires_foresight
Playgreen_Lake,XGBoost_CCM_neighbor,6,0.4587460755444454,0.41553869787083497,-1.3024917994574632,27,1.0,True
Playgreen_Lake,XGBoost_CCM_neighbor,12,0.44340201610990015,0.4264255779289859,-11.296912319164955,21,1.0,True
Rainy_Lake,SARIMA,1,0.22555930364142315,0.15170080082432855,0.06653300995005262,37,,False
Rainy_Lake,SARIMA,3,0.3091202518598448,0.24327581504322815,-0.6978157457431418,35,,False
Rainy_Lake,SARIMA,6,0.32894039131373465,0.2398241905767127,-0.7621055985008138,32,,False
Rainy_Lake,SARIMA,12,0.2036092595140726,0.17025054518643548,-2.0137167687337336,26,,False
Rainy_Lake,Persistence,1,0.21114677622508954,0.11893181926483132,-0.005386351572982395,36,,False
Rainy_Lake,Persistence,3,0.33637708712000447,0.22847078941674853,-0.9530156497158202,34,,False
Rainy_Lake,Persistence,6,0.4110587189951523,0.25581228436079756,-1.7204972119691568,31,,False
Rainy_Lake,Persistence,12,0.24501689737648655,0.12408000000001039,-3.2006695496817503,25,,False
Rainy_Lake,XGBoost_AR_only,1,0.21966393794634692,0.11502175731561692,0.11469074485557784,37,,False
Rainy_Lake,XGBoost_AR_only,3,0.2547257475106998,0.14536883922233848,-0.1528726345377709,35,,False
Rainy_Lake,XGBoost_AR_only,6,0.2696054818231926,0.1537149150901842,-0.1837362796903934,32,,False
Rainy_Lake,XGBoost_AR_only,12,0.1196607821335591,0.10382514741227694,-0.040904916868417907,26,,False
Rainy_Lake,XGBoost_all_vars,1,0.23071992395039922,0.12755670440458655,0.11296680414564819,32,1.0,False
Rainy_Lake,XGBoost_all_vars,3,0.2536825068669669,0.15982301621813255,-0.036323685897960756,30,1.0,True
Rainy_Lake,XGBoost_all_vars,6,0.26893514010139824,0.16768241507945994,-0.047777325054270126,27,1.0,True
Rainy_Lake,XGBoost_all_vars,12,0.14048731396672598,0.11050469882968628,-0.3779077743289425,21,1.0,True
Rainy_Lake,XGBoost_CCM_direct,1,0.24294985085926932,0.1303915978103855,0.016435270151714754,32,1.0,False
Rainy_Lake,XGBoost_CCM_direct,3,0.27969862725390754,0.16872111770182668,-0.25978099622650563,30,1.0,True
Rainy_Lake,XGBoost_CCM_direct,6,0.3124859351403384,0.1953569187043277,-0.4146038639941829,27,1.0,True
Rainy_Lake,XGBoost_CCM_direct,12,0.1354245468523845,0.11437740786804322,-0.28038540301330395,21,1.0,True
Rainy_Lake,XGBoost_CCM_ancestors,1,0.2312124120421721,0.13169983762299448,0.10917589154749285,32,1.0,False
Rainy_Lake,XGBoost_CCM_ancestors,3,0.2787484510314241,0.1781599462721072,-0.2512362225454199,30,1.0,True
Rainy_Lake,XGBoost_CCM_ancestors,6,0.326731607910353,0.21013766394115954,-0.5465223141236588,27,1.0,True
Rainy_Lake,XGBoost_CCM_ancestors,12,0.18213401366033993,0.1380823071043172,-1.3159439719331623,21,1.0,True
Rainy_Lake,XGBoost_Stepwise,1,0.23113168589178582,0.13182356343680024,0.1097978326136585,32,1.0,False
Rainy_Lake,XGBoost_Stepwise,3,0.25212789236552297,0.15757551708757797,-0.023661028653418237,30,1.0,True
Rainy_Lake,XGBoost_Stepwise,6,0.2708893386551143,0.17847193747420184,-0.06305985136742209,27,1.0,True
Rainy_Lake,XGBoost_Stepwise,12,0.1467951403728247,0.12831156087431628,-0.5044206616687934,21,1.0,True
Rainy_Lake,XGBoost_CCM_neighbor,1,0.23378537806728197,0.13559954009794287,0.08923913004034612,32,1.0,False
Rainy_Lake,XGBoost_CCM_neighbor,3,0.2743736167485365,0.17801355686310671,-0.21226922218944178,30,1.0,True
Rainy_Lake,XGBoost_CCM_neighbor,6,0.2935128845521395,0.18859315216194808,-0.24803921514215088,27,1.0,True
Rainy_Lake,XGBoost_CCM_neighbor,12,0.2112547966342578,0.1539975762251353,-2.115724787531258,21,1.0,True
Sipiwesk_Lake,SARIMA,1,0.46711184046771914,0.37819837212071183,0.8781203725166482,37,,False
Sipiwesk_Lake,SARIMA,3,1.1627035322387531,0.9116364890463352,0.2273682356683404,35,,False
Sipiwesk_Lake,SARIMA,6,1.65981671881027,1.4114544616922133,-0.718572923796464,32,,False
Sipiwesk_Lake,SARIMA,12,1.2629782551642892,1.1592767111817865,-1.7386534206040154,26,,False
Sipiwesk_Lake,Persistence,1,0.5328660226209118,0.3751077529730688,0.84768683589707,25,,False
Sipiwesk_Lake,Persistence,3,1.3606179912252465,1.0070786719484028,-0.02880926784475535,25,,False
Sipiwesk_Lake,Persistence,6,2.2524055913262533,1.9070801277529057,-2.14813096165355,25,,False
Sipiwesk_Lake,Persistence,12,2.420086664055333,2.2410000000000005,-9.055580928990516,25,,False
Sipiwesk_Lake,XGBoost_AR_only,1,0.5216785513728402,0.4051410800736382,0.8479818900746865,32,,False
